112011103,25498860.61
112011603,57307641.78
112013054,22802809.95
112013753,55103952.36
112015203,28524967.78
112018523,24429112.98
103020603,19374888.88
103020753,26571763.16
103021102,66094549.04
103021252,79991337.93
103021453,24023332.86
103021603,27057328.1
103021752,57720233.6
103021903,14476729.69
103022103,12159590
103022253,32358898.66
103022503,18363648.74
103022803,31151667.31
103023153,38751971.28
103023912,86518144.83
103024102,69868717.19
103024603,45154457.95
103024753,40471078.29
103025002,44325734.12
103026002,63138941
103026303,61394578.96
103026343,67599729
103026402,90175897.36
103026852,138314947.7
103026902,71127075.12
103026873,19944771
103027352,90192416.78
103021003,128951836
102027451,608913762.4
103027503,58611785.67
103027753,43054829
103028203,19207044.72
103028302,77673804.4
103028653,22168987.72
103028703,43067290.81
103028753,29572553.67
103028833,32107003.62
103028853,24173373.94
103029203,75744775.32
103029403,56149641.93
103029553,40574685.46
103029603,50810019.06
103029803,28736160.48
103029902,85036434.84
128030603,20405800.06
128030852,93348054.21
128033053,26099891.79
128034503,12731275.79
127040503,21470691.45
127040703,44563703.69
127041203,28077054.8
127041503,25404353
127041603,35036025
127042003,33272730.75
127042853,21388760.16
127044103,35741961.32
127045303,5474631.46
127045653,21529109.5
127045853,22027952.75
127046903,15382757
127047404,21870818
127049303,20544965
108051003,31262267.25
108051503,19408207.42
108053003,17907640.88
108056004,12323857.95
108058003,17146212.45
114060503,23317309.65
114060753,102912298.9
114060853,28180127.52
114061103,43882984.46
114061503,72965203.06
114062003,85883944.06
114062503,41487203.99
114063003,61382023.08
114063503,36415873.36
114064003,39636132.93
114065503,50480574.42
114066503,29229823.36
114067002,213949517.1
114067503,58604713.2
114068003,28435495.25
114068103,54540305.57
114069103,92860257.65
114069353,32365682.33
108070502,90116775.21
108071003,23495881.44
108071504,10414617.92
108073503,43877180.42
108077503,25544000.59
108078003,21989361.08
108079004,7013373.98
117080503,33790096.2
117081003,13723756.48
117083004,12524956.11
117086003,18129555.91
117086503,22966327.95
117086653,22492079.89
117089003,20802719.43
122091002,133655735.6
122091303,22365704.68
122091352,123605272.7
122092002,107158112.2
122092102,310258662.6
122092353,215261488.2
122097203,16542139.89
122097502,191062126.2
122097604,36700919.97
122098003,38019309.56
122098103,123190506
122098202,189579792.8
122098403,92391087.45
104101252,97032699.88
104103603,21585470.36
104105003,45164047.09
104105353,19023598.88
104107903,110772784
104107503,28980128
104107803,34027476.46
108110603,10036397.93
108111203,18707577.52
108111303,22178798.78
108111403,11377515.96
108112003,11173219.82
108112203,26433766.18
108112502,51534294
108114503,15710168.19
108116003,22539144.14
108116303,12510570.2
108116503,61335257.03
108118503,19713100.86
109122703,15195201.59
121135003,59789032.65
121135503,37168664.33
121136503,29419905.63
121136603,24966362.37
121139004,12346026.58
110141003,29552342.61
110141103,44195483.7
110147003,24845322.19
110148002,130575370.5
124150503,78788081.16
124151902,146447026.4
124152003,206588713.4
124153503,83875162.96
124154003,75984721.02
124156503,47388620.67
124156603,90708146.62
124156703,57127476.02
124157203,81872342.77
124157802,117633340.6
124158503,76740417.84
124159002,215656047.7
106160303,15047777.52
106161203,12381174.26
106161703,13209208.08
106166503,14524154.88
106167504,8084157.19
106168003,16505269.72
106169003,9886546.12
110171003,33297957.6
110171803,15384547.92
106172003,52516734.81
110173003,12434058.39
110173504,6224918.47
110175003,13579221.66
110177003,42720549.68
110179003,14989702.09
110183602,67280437
116191004,17520130.12
116191103,54192377.65
116191203,22353086.66
116191503,26823261.95
116195004,11294889
116197503,18319614.88
105201033,36492924.17
105201352,54250432.04
105204703,58348448.71
115210503,43334640.75
115211003,29266726.79
115211103,74682268.37
115211603,108527501
115212503,36088435.01
115216503,62454295.35
115218003,43221004.28
115218303,31620519.1
115221402,171217896.4
115221753,57134716.42
115222504,19697086.93
115222752,126657845.8
115224003,58496373.06
115226003,40709824.7
115226103,13423392.9
115228003,18911901.93
115228303,45003657.75
115229003,18798398.91
125231232,125084682
125231303,67916176.9
125234103,90739965.78
125234502,103141851.2
125235103,62823421.77
125235502,73996785.05
125236903,53845101.58
125237603,85018536.16
125237702,96977111.93
125237903,87429539.56
125238402,69056293.4
125238502,66877117.9
125239452,173328529.2
125239603,70268813.38
125239652,88605618.29
109243503,11488675.08
109246003,12167985.94
109248003,24085935.98
105251453,29034808.15
105252602,179944470.7
105253303,23627884
105253553,34815885.37
105253903,30966094.14
105254053,46068933.61
105254353,31279589.36
105256553,17542650.01
105257602,88130093.02
105258303,21595062.1
105258503,17256383.61
105259103,17342082.81
105259703,21929768.45
101260303,50976578.98
101260803,26676509.59
101261302,71326222.88
101262903,16145864.41
101264003,45085084.1
101268003,42400234.56
106272003,12001038.87
112281302,172984917
112282004,7051442.07
112283003,39913342.67
112286003,48768419.86
112289003,53591643.12
111291304,23853764
111292304,6322083.78
111297504,10660426.29
101301303,14926508.41
101301403,32090380.17
101303503,12663131.23
101306503,10812818.3
101308503,19521114.58
111312503,25543821.18
111312804,11103437.06
111316003,22204111
111317503,15647698.19
128321103,31020188.04
