0003,0.157232704
6921,0
9999,0
6898,0
0017,1.88989318
6269,1.694915254
7322,0
6271,1.314553991
0010,0
9999,0
0014,1.102362205
0013,0
0021,2.394106814
7437,0
9999,0
7846,19.09090909
9999,16.66666667
0029,0.444444444
5199,0.211864407
7669,0
9999,0
0050,0.782361309
9999,0
6787,0.30075188
0062,0.264900662
0061,0
7342,0
0070,0.269541779
0079,1.954397394
9999,0
6706,0.562851782
0094,0
9999,0
7727,0
8094,2.564102564
8087,0
0513,0.686106346
7595,0
9999,0
8340,1.134930643
4804,0
0144,0.948509485
8028,0
0147,0
0156,0.507246377
9999,14.28571429
0167,0.190839695
0170,1.67844523
5190,0
0179,0
7202,0
5153,0.921052632
8308,6.666666667
5112,1.815181518
7462,0
9999,57.14285714
7549,0
7673,0.192678227
6105,3.104421449
8177,0
5017,0.808080808
8254,0
4951,0.342172797
7535,0
7534,0
0254,0.22611645
5108,0
0270,0
7379,0
8305,0
9999,0
6106,0
7101,0.863309353
0053,1.212121212
8160,0
5019,0
0309,1.941747573
7821,2.771855011
7999,0
0315,0.265780731
0314,0
9999,0
8203,2.197802198
0409,1.377410468
7616,0
7878,0
7886,0
6915,0.882117081
7868,0
8106,0
0326,0
0412,2.832512315
7692,0
6022,0
6028,0
7880,0
8255,0
7871,0
7881,0
8110,3.038674033
0365,0
8105,0
6047,0
8300,1.818181818
0416,2.771362587
0379,0
8107,0
9999,1.486988848
7693,0
7888,0
7039,0.952380952
7884,2.564102564
5105,0
9999,0
0435,0.245700246
8129,1.531728665
7848,0
7772,1.102941176
7831,0
7832,0
8193,0
8218,0
0448,0
0447,0
9999,0
6928,1.333333333
9999,0
0460,0.419874038
8002,0
0440,1.014492754
7490,0
9999,0
0470,0.244200244
6906,0
0467,0
7648,0
0260,0
0196,0.20746888
0477,0.414078675
9999,0
0491,0.282885431
0492,0.143781452
9999,0
7562,0
6895,0
0509,1.108033241
4867,0
0523,0.674915636
0536,1.454898157
0535,0.67114094
9999,0
8091,0
0107,1.811367895
9999,0
8156,0
2320,0.561797753
6570,0
9999,12.5
8342,1.523461304
7640,0.811688312
8346,0
0594,0.164744646
7923,1.685393258
4807,1.102941176
8086,2.488687783
6555,0.898587933
0633,0
7386,0
0640,0.578034682
0649,3.354297694
0648,0
6707,1.430429129
9999,0
6558,0
8044,1.76730486
8043,0
8356,0
